rotor_label,rotor_id,event_type,altitude_m,r_dot_max_rads2,r_dot_max_degs2,p_dot_max_rads2,p_dot_max_degs2,r_max_rads,r_max_degs,phi_max_deg,nz_max,nz_min,jam_torque_Nm
Lift Rotor L1,1,JAM,0.0,0.3838343624944489,21.99208900302646,0.0039460449907856325,0.22609172374075656,0.2589217782038177,14.835125115101143,74.89385919838848,1.6815328935494587,-1.2806096042382142,488.5200045842618
Lift Rotor L2,2,JAM,0.0,0.3838343624944489,21.99208900302646,0.003946044990785632,0.2260917237407565,0.2589217782038177,14.835125115101143,74.89385919838848,1.6815328935494587,-1.2806096042382142,488.5200045842618
Lift Rotor L3,3,JAM,0.0,0.3838343624944489,21.99208900302646,0.0039460449907856325,0.22609172374075656,0.2589217782038177,14.835125115101143,74.89385919838848,1.6815328935494587,-1.2806096042382142,488.5200045842618
Lift Rotor R1,4,JAM,0.0,0.3838343624944489,21.99208900302646,0.003946044990785632,0.2260917237407565,0.2589217782038177,14.835125115101143,74.89385919838848,1.6815328935494587,-1.2806096042382142,488.5200045842618
Lift Rotor R2,5,JAM,0.0,0.3838343624944489,21.99208900302646,0.0039460449907856325,0.22609172374075656,0.2589217782038177,14.835125115101143,74.89385919838848,1.6815328935494587,-1.2806096042382142,488.5200045842618
Lift Rotor R3,6,JAM,0.0,0.3838343624944489,21.99208900302646,0.0039460449907856325,0.22609172374075656,0.2589217782038177,14.835125115101143,74.89385919838848,1.6815328935494587,-1.2806096042382142,488.5200045842618
